0.14225,2.3762e-19
0.14434,-1.3899e-05
0.1465,-2.6414e-05
0.14873,-3.758e-05
0.15103,-4.7436e-05
0.15338,-5.6018e-05
0.15578,-6.3365e-05
0.15822,-6.9512e-05
0.1607,-7.4497e-05
0.16322,-7.8357e-05
0.16578,-8.1129e-05
0.16835,-8.2851e-05
0.17095,-8.356e-05
0.17356,-8.3293e-05
0.17619,-8.2087e-05
0.17882,-7.9979e-05
0.18146,-7.7006e-05
0.1841,-7.3206e-05
0.18674,-6.8615e-05
0.18937,-6.3271e-05
0.19199,-5.7212e-05
0.1946,-5.0473e-05
0.19719,-4.3093e-05
0.19975,-3.5109e-05
0.20229,-2.6557e-05
0.2048,-1.7475e-05
0.20728,-7.9002e-06
0.20971,2.1305e-06
0.21209,1.258e-05
0.21441,2.3411e-05
0.21667,3.4586e-05
0.21885,4.6068e-05
0.22096,5.782e-05
0.22297,6.9805e-05
0.22487,8.1986e-05
0.22667,9.4325e-05
0.22833,0.00010679
0.22986,0.00011933
0.23123,0.00013192
0.23244,0.00014452
0.23347,0.0001571
0.2343,0.00016961
0.23494,0.00018201
0.23536,0.00019428
0.23556,0.00020638
0.23552,0.00021826
0.23525,0.00022988
0.23473,0.00024123
0.23396,0.00025224
0.23294,0.0002629
0.23168,0.00027315
0.23017,0.00028297
0.22843,0.00029232
0.22646,0.00030116
0.22428,0.00030945
0.2219,0.00031715
0.21934,0.00032423
0.21662,0.00033065
0.21376,0.00033638
0.21077,0.00034137
0.20769,0.00034559
0.20454,0.00034901
0.20134,0.00035158
0.19811,0.00035326
0.19489,0.00035403
0.19168,0.00035384
0.18853,0.00035266
0.18545,0.00035044
0.18246,0.00034716
0.17959,0.00034277
0.17684,0.00033724
0.17426,0.00033054
0.17184,0.00032261
0.16961,0.00031343
0.16758,0.00030296
0.16577,0.00029116
0.1642,0.000278
0.16288,0.00026343
0.16183,0.00024742
0.16105,0.00022994
0.16057,0.00021094
0.1604,0.00019039
0.16056,0.00016826
0.16107,0.0001445
0.16193,0.00011907
0.16319,9.1946e-05
0.16484,6.3084e-05
0.16693,3.2448e-05
-3.1037e-10,2.3762e-19
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
0,0
0.16819,-3.2927e-05
0.16609,-6.3998e-05
0.16441,-9.3251e-05
0.16315,-0.00012073
0.16227,-0.00014646
0.16176,-0.00017049
0.1616,-0.00019286
0.16176,-0.0002136
0.16225,-0.00023276
0.16302,-0.00025037
0.16408,-0.00026647
0.16541,-0.00028109
0.16699,-0.00029429
0.1688,-0.00030609
0.17083,-0.00031653
0.17307,-0.00032566
0.17549,-0.00033351
0.17808,-0.00034012
0.18082,-0.00034553
0.18369,-0.00034977
0.18668,-0.00035289
0.18975,-0.00035492
0.19288,-0.00035591
0.19607,-0.00035588
0.19927,-0.00035488
0.20246,-0.00035296
0.20563,-0.00035013
0.20875,-0.00034646
0.21178,-0.00034196
0.21472,-0.00033669
0.21753,-0.00033067
0.22019,-0.00032396
0.22269,-0.00031658
0.225,-0.00030858
0.22711,-0.00029999
0.22901,-0.00029085
0.23068,-0.0002812
0.23211,-0.00027109
0.2333,-0.00026054
0.23425,-0.00024959
0.23494,-0.0002383
0.23539,-0.00022668
0.2356,-0.00021479
0.23557,-0.00020265
0.23531,-0.00019032
0.23483,-0.00017782
0.23414,-0.0001652
0.23325,-0.00015249
0.23217,-0.00013974
0.23092,-0.00012697
0.2295,-0.00011424
0.22794,-0.00010157
0.22623,-8.9008e-05
0.2244,-7.6592e-05
0.22246,-6.4359e-05
0.22042,-5.2349e-05
0.21828,-4.0598e-05
0.21606,-2.9147e-05
0.21377,-1.8033e-05
0.21141,-7.2945e-06
0.20899,3.0296e-06
0.20653,1.2901e-05
0.20402,2.2281e-05
0.20147,3.1132e-05
0.19888,3.9414e-05
0.19627,4.709e-05
0.19364,5.412e-05
0.19098,6.0467e-05
0.18831,6.6092e-05
0.18563,7.0956e-05
0.18294,7.5022e-05
0.18025,7.8249e-05
0.17755,8.0601e-05
0.17486,8.2039e-05
0.17217,8.2523e-05
0.1695,8.2016e-05
0.16684,8.0479e-05
0.16421,7.7874e-05
0.16159,7.4162e-05
0.15901,6.9304e-05
0.15647,6.3263e-05
0.15396,5.5999e-05
0.15151,4.7475e-05
0.1491,3.7651e-05
0.14675,2.649e-05
0.14446,1.3952e-05
0.14225,-2.794e-18
